file_data,strategy,run_order,vehicle_num,order_num,total_distance,total_duration,total_serve_able_order,total_demand,total_vehicle_used,run_time
5_20_1.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,988.6898,269475.0,20,10880.906957836878,5,10000
5_20_1.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,988.6898,269475.0,20,10880.906957836878,5,15000
5_20_2.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,1173.214,267393.5,19,10040.635975491494,5,10000
5_20_2.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,1173.214,267393.5,19,10040.635975491494,5,15000
5_20_3.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,837.7918,255665.5,20,10888.276549658096,5,10000
5_20_3.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,848.5153000000001,255941.0,20,10888.276549658098,5,15000
5_20_4.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,839.1532000000001,251317.80000000002,20,10005.005842480929,5,10000
5_20_4.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,839.1532000000001,251317.80000000002,20,10005.005842480929,5,15000
5_20_5.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,984.6812,217304.9,20,7905.365665247353,4,10000
5_20_5.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,984.6812,217304.9,20,7905.365665247353,4,15000
5_20_6.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,840.9859999999999,228265.39999999997,19,8056.684148559094,5,10000
5_20_6.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,840.9859999999999,228265.39999999997,19,8056.684148559094,5,15000
5_20_7.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,854.7272,254183.89999999997,20,9760.751523465793,5,10000
5_20_7.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,854.7272,254183.89999999997,20,9760.751523465793,5,15000
5_20_8.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,726.9,222193.9,18,8182.638535834137,5,10000
5_20_8.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,733.0177,222193.9,18,8182.638535834137,5,15000
5_20_9.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,997.5842000000001,208725.0,20,9572.532318931675,4,10000
5_20_9.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,997.5842000000001,208725.0,20,9572.532318931675,4,15000
5_20_10.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,926.7616999999999,243028.9,19,8735.704265141763,5,10000
5_20_10.txt,VEHICLE_SHUFFLING_STRATEGY,1,5,20,926.7616999999999,243028.9,19,8735.704265141763,5,15000
5_20_1.txt,ORDER_SHUFFLING_STRATEGY,1,5,20,1057.0993,264000.30000000005,20,10880.90695783688,5,10000
5_20_1.txt,ORDER_SHUFFLING_STRATEGY,1,5,20,1070.4217999999998,266386.4,20,10880.906957836878,5,15000
5_20_2.txt,ORDER_SHUFFLING_STRATEGY,1,5,20,1377.7377000000001,266815.0,20,11032.5678584938,5,10000
5_20_2.txt,ORDER_SHUFFLING_STRATEGY,1,5,20,1406.1046,273772.1,20,11032.5678584938,5,15000
5_20_3.txt,ORDER_SHUFFLING_STRATEGY,1,5,20,1168.8593,256814.3,20,10888.276549658094,5,10000
5_20_3.txt,ORDER_SHUFFLING_STRATEGY,1,5,20,1168.8661,235929.8,20,10888.276549658096,5,15000
5_20_4.txt,ORDER_SHUFFLING_STRATEGY,1,5,20,963.714,260855.4,20,10005.00584248093,5,10000
5_20_4.txt,ORDER_SHUFFLING_STRATEGY,1,5,20,952.0074,258154.4,20,10005.005842480929,5,15000
5_20_5.txt,ORDER_SHUFFLING_STRATEGY,1,5,20,1262.0878000000002,269434.0,20,7905.365665247354,5,10000
5_20_5.txt,ORDER_SHUFFLING_STRATEGY,1,5,20,1285.7946000000004,269434.0,20,7905.365665247354,5,15000
