0,1,12.739600000000001,787.8
0,2,14.8232,866.7
0,3,4.8083,521.0
0,4,13.2545,992.9
0,5,11.719899999999999,819.2
0,6,9.6974,766.6
0,7,11.1615,708.4
0,8,5.6793000000000005,476.3
0,9,12.6751,747.0
0,10,6.5112,571.6
0,11,2.0516,197.5
0,12,8.7064,557.1
0,13,8.481,507.0
0,14,15.6242,977.1
0,15,14.282200000000001,982.4
0,16,17.161,1067.0
0,17,13.6545,856.7
0,18,13.6545,856.7
0,19,14.758299999999998,946.1
0,20,17.4114,1051.4
0,21,17.074099999999998,1035.5
0,22,17.5837,1081.2
0,23,19.668400000000002,1159.4
0,24,19.447599999999998,1165.2
0,25,19.7503,1176.4
0,26,20.0092,1152.5
0,27,20.3632,1235.6
0,28,16.1843,1140.0
0,29,23.9511,1400.1
0,30,17.9335,1118.3
0,31,30.925900000000002,1716.7
0,32,12.8905,773.3
0,33,14.163,941.7
0,34,16.942400000000003,1092.0
0,35,7.333,620.0
0,36,6.1751000000000005,426.3
0,37,8.7844,616.1
0,38,8.0223,588.0
0,39,9.9071,704.7
0,40,11.7036,774.9
0,41,9.6008,684.6
0,42,11.344100000000001,747.0
0,43,14.4564,860.2
0,44,17.7483,1000.0
0,45,13.6087,949.2
0,46,13.120700000000001,909.9
0,47,12.446200000000001,889.9
0,48,34.7415,2000.0
0,49,30.1575,1733.0
0,50,27.6915,1725.4
0,51,20.1251,1153.7
0,52,11.8051,764.7
0,53,16.8223,973.9
0,54,18.7637,1080.0
0,55,25.0453,1458.0
0,56,35.9519,1791.9
0,57,26.450400000000002,1551.6
0,58,25.9284,1561.4
0,59,38.9687,2274.0
0,60,51.0929,3113.5
1,0,12.4566,753.0
1,2,6.5305,279.7
1,3,12.773100000000001,756.9
1,4,8.813,499.5
1,5,8.1381,423.4
1,6,14.4551,894.3
1,7,2.8688000000000002,121.4
1,8,8.9382,506.3
1,9,25.0946,1482.6
1,10,11.2689,699.3
1,11,14.4711,933.1
1,12,18.5871,1054.4
1,13,18.3997,1019.7
1,14,15.8582,826.4
1,15,18.733700000000002,1122.9
1,16,8.4715,484.1
1,17,8.818700000000002,483.6
1,18,8.818700000000002,483.6
1,19,11.7974,694.3
1,20,14.4166,801.1
1,21,14.0793,785.2
1,22,14.588899999999999,830.9
1,23,13.6681,705.5
1,24,15.330200000000001,839.3
1,25,16.7072,921.1
1,26,16.966099999999997,897.2
1,27,17.3199,953.6
1,28,18.0287,1046.6
1,29,18.3934,986.2
1,30,13.6298,721.6
1,31,22.707900000000002,1300.5
1,32,25.31,1508.9
1,33,26.5825,1677.3
1,34,29.362,1827.6
1,35,12.0907,747.7
1,36,18.5947,1161.9
1,37,21.368599999999997,1281.6
1,38,17.8812,988.3
1,39,19.766,1105.0
1,40,21.5625,1175.2
1,41,19.4597,1084.9
1,42,21.203,1147.3
1,43,24.3153,1260.5
1,44,27.607200000000002,1400.3
1,45,21.2901,1180.2
1,46,20.8021,1140.9
1,47,20.009,1106.8
1,48,45.6129,2360.2
1,49,41.028800000000004,2093.2
1,50,40.411699999999996,2053.3
1,51,33.329,1642.1
1,52,24.2246,1500.3
1,53,29.241799999999998,1709.5
1,54,31.1832,1815.6
1,55,37.464800000000004,2193.6
1,56,48.3714,2527.5
1,57,38.8699,2287.2
1,58,38.3479,2297.0
1,59,61.3092,2995.2
1,60,64.7897,3384.9
2,0,14.3186,1040.9
2,1,8.0693,465.1
2,3,10.0039,663.1
2,4,2.2825,219.8
2,5,2.6121999999999996,221.4
2,6,11.6671,806.0
2,7,7.2601,427.7
2,8,10.7661,815.9
2,9,24.8388,1596.8
2,10,8.4997,605.5
2,11,16.3331,1221.0
2,12,23.2765,1373.5
2,13,23.0891,1338.8
2,14,17.448,1090.7
2,15,23.4095,1441.4
2,16,13.1473,802.6
2,17,13.4945,802.1
2,18,13.4945,802.1
2,19,16.473200000000002,1012.8
2,20,19.0925,1119.6
2,21,18.7551,1103.7
2,22,19.2647,1149.4
2,23,18.344,1024.0
2,24,20.006,1157.8
2,25,21.383,1239.6
2,26,21.6419,1215.7
2,27,21.9957,1272.1
2,28,22.7045,1365.1
2,29,23.069200000000002,1304.7
2,30,18.3056,1040.1
2,31,27.3837,1619.0
2,32,24.0095,1569.4
2,33,26.326700000000002,1791.5
2,34,29.2695,1971.9
2,35,9.3215,653.9
2,36,20.4567,1449.8
2,37,26.058,1600.7
2,38,22.5706,1307.4
2,39,24.4554,1424.1
2,40,26.251900000000003,1494.3
2,41,24.1492,1404.0
2,42,25.892400000000002,1466.4
2,43,29.0047,1579.6
2,44,32.2966,1719.4
2,45,22.879900000000003,1444.5
2,46,22.3919,1405.2
2,47,21.5988,1371.1
2,48,39.1795,2094.3
2,49,34.5954,1827.3
2,50,33.978300000000004,1787.4
2,51,26.895599999999998,1376.2
2,52,26.086599999999997,1788.2
2,53,27.9413,1770.0
2,54,29.8827,1876.1
2,55,39.560300000000005,2144.6
2,56,50.982699999999994,2486.6
2,57,40.0181,2172.1
2,58,38.8015,2111.1
2,59,54.875800000000005,2729.3
2,60,58.356300000000005,3119.0
3,0,4.8083,523.6
3,1,13.0163,772.6
3,2,10.235100000000001,645.3
3,4,8.9278,609.9
3,5,7.3931000000000004,436.2
3,6,3.7554000000000003,328.8
3,7,11.4382,693.2
3,8,5.9559,455.2
3,9,15.021700000000001,955.5
3,10,2.0132,151.5
3,11,7.0582,630.4
3,12,14.3831,964.1
3,13,14.1957,929.4
